,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6732,5666-CYCYZ,1,0,0,0,24,1,1,3,0,0,0,1,0,1,1,1,1,89.55,2259.35,0
2108,0842-IWYCP,1,0,0,0,46,1,0,1,0,0,0,0,0,0,1,0,3,44.95,2168.9,0
1707,4854-CIDCF,1,1,0,0,3,1,0,3,0,0,1,0,0,0,1,0,1,73.85,196.4,0
6165,0644-OQMDK,0,1,0,0,4,1,0,3,0,0,0,0,0,0,1,1,1,70.65,293.85,0
4134,3005-TYFRD,1,0,1,0,55,1,1,3,0,1,1,0,1,1,1,1,4,103.65,5676.65,0
4815,9565-JSNFM,0,0,0,0,38,1,0,3,0,0,0,0,0,0,2,1,3,70.45,2597.6,1
1497,3128-YOVTD,1,0,1,1,51,1,0,3,1,1,0,0,0,0,1,1,3,79.15,4018.55,0
6179,6328-ZPBGN,1,1,0,0,11,1,1,3,0,0,0,0,1,1,1,1,3,95.15,997.65,1
3640,1771-OADNZ,0,1,1,0,29,1,1,3,0,1,1,0,0,1,1,1,1,95.9,2745.2,1
4094,8687-BAFGU,0,0,0,0,1,1,0,3,0,0,0,1,0,0,1,0,1,74.0,74,0
3513,4063-EIKNQ,0,0,1,1,11,1,0,0,-1,-1,-1,-1,-1,-1,1,0,3,20.95,267.35,0
3404,6693-DJWTY,1,0,0,1,35,1,0,1,1,1,0,0,0,0,2,0,4,55.6,2016.45,0
2638,6769-DCQLI,0,0,0,0,52,1,0,3,0,1,1,1,1,1,2,1,3,105.0,5426.85,1
2728,6402-SSEJG,1,0,0,0,25,0,-1,1,1,1,1,0,1,1,2,0,1,61.05,1540.2,0
6309,2169-RRLFW,1,0,1,0,71,1,1,0,-1,-1,-1,-1,-1,-1,3,0,4,25.6,1888.25,0
3827,6870-ECSHE,1,0,0,0,2,1,0,0,-1,-1,-1,-1,-1,-1,2,0,2,20.45,34.8,0
2844,2265-CYWIV,1,1,1,0,4,1,1,3,1,0,0,0,1,1,1,1,1,99.6,347.65,1
6905,4459-BBGHE,0,0,0,1,30,0,-1,1,0,0,0,0,1,1,1,1,1,44.5,1307.8,0
6968,8685-WHQPW,1,1,0,0,22,1,1,3,0,0,0,0,0,0,1,1,3,74.4,1692.6,1
330,9385-EHGDO,1,0,1,1,35,1,0,0,-1,-1,-1,-1,-1,-1,3,1,2,19.85,739.35,0
3190,3745-HRPHI,0,0,1,1,66,0,-1,1,0,0,1,1,1,1,3,0,3,54.65,3632,0
6640,3315-IKYZQ,0,0,1,1,28,0,-1,1,1,0,1,1,1,0,2,0,2,50.8,1386.8,0
5262,4560-WQAQW,1,0,0,0,59,1,1,1,1,0,0,1,0,1,2,0,3,68.7,4070.95,0
2517,5186-SAMNZ,0,1,0,0,1,1,0,3,0,0,0,0,0,0,1,1,3,69.5,69.5,1
96,9803-FTJCG,0,0,1,1,71,1,1,1,1,1,0,1,0,0,2,1,4,66.85,4748.7,0
4308,7504-UWHNB,0,0,0,0,25,1,0,3,0,0,0,0,0,0,1,0,1,69.75,1729.35,0
4378,6980-CDGFC,1,0,1,0,67,1,0,0,-1,-1,-1,-1,-1,-1,2,1,3,20.85,1327.4,0
6929,0357-NVCRI,1,0,0,1,25,1,0,0,-1,-1,-1,-1,-1,-1,1,0,4,20.05,471.7,0
6299,9541-PWTWO,1,0,0,0,52,1,1,1,0,0,1,1,1,1,3,1,3,80.95,4233.95,0
5837,2969-QWUBZ,1,0,0,0,2,0,-1,1,0,1,0,0,1,1,1,0,1,51.4,96.8,0
4908,3957-LXOLK,1,1,0,0,28,1,1,3,0,1,1,0,1,1,1,1,1,106.15,3152.5,1
2817,0936-NQLJU,1,0,1,0,41,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,20.65,875.55,0
1103,7722-CVFXN,0,0,1,1,54,1,1,3,0,1,0,1,1,1,2,1,1,105.2,5637.85,0
2713,5996-DAOQL,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,2,20.45,20.45,0
4710,7816-VGHTO,1,0,1,1,6,0,-1,1,0,1,1,1,0,0,3,0,2,40.55,217.5,0
5940,9711-FJTBX,0,0,1,1,56,1,0,3,0,1,1,1,0,0,2,1,2,85.85,4793.8,0
2013,7328-OWMOM,1,0,0,1,31,1,0,0,-1,-1,-1,-1,-1,-1,2,0,4,20.1,589.25,0
1695,4906-ZHGPK,0,0,1,1,54,1,1,1,0,1,0,1,1,0,2,1,1,70.7,3770,0
5223,1241-EZFMJ,0,0,1,0,61,1,1,0,-1,-1,-1,-1,-1,-1,3,0,3,25.45,1538.6,0
3252,1536-YHDOE,0,0,1,1,17,1,1,1,1,0,0,1,0,0,2,1,2,62.1,1096.65,0
459,1452-VOQCH,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,75.1,75.1,0
2759,1194-SPVSP,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,3,19.65,19.65,0
2179,7311-MQJCH,1,0,0,0,5,1,0,0,-1,-1,-1,-1,-1,-1,2,0,1,19.55,99.6,0
161,0867-MKZVY,1,0,1,0,20,1,1,3,1,0,0,0,0,0,1,0,1,82.4,1592.35,1
937,6400-BWQKW,1,0,0,0,6,1,1,3,1,0,0,0,0,0,1,1,1,79.05,434.5,1
5540,3803-KMQFW,1,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.55,20.55,1
2062,7996-MHXLW,1,0,0,0,66,1,1,0,-1,-1,-1,-1,-1,-1,3,1,4,25.15,1683.6,0
441,5628-RKIFK,1,1,0,0,49,1,1,3,1,0,0,0,1,1,1,0,4,101.55,5070.4,0
677,0822-GAVAP,1,0,0,0,2,0,-1,1,0,0,0,0,0,1,1,1,1,34.7,62.25,1
5771,1539-LNKHM,1,0,0,0,12,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.4,266.6,0
1084,9170-ARBTB,1,0,1,1,52,1,0,0,-1,-1,-1,-1,-1,-1,2,0,4,19.6,1012.4,0
6358,1027-LKKQQ,1,0,1,1,72,1,0,1,1,0,1,1,1,1,3,1,3,80.45,5886.85,0
200,9323-HGFWY,1,0,1,0,27,1,0,3,1,0,0,1,1,1,2,1,4,101.9,2681.15,0
3096,3911-RSNHI,1,0,1,0,71,0,-1,1,0,1,1,1,1,1,3,1,4,61.4,4310.35,0
6567,6215-NQCPY,0,0,0,0,15,1,1,3,1,0,0,0,1,1,1,1,1,99.7,1566.75,0
3340,6015-VVHHE,1,1,0,0,5,1,1,3,0,0,0,0,1,0,1,1,4,83.15,446.05,1
4942,2626-URJFX,0,0,1,1,4,1,1,1,0,0,0,0,0,0,1,1,1,50.9,225.6,1
1104,8717-VCTXJ,0,0,0,0,42,1,0,0,-1,-1,-1,-1,-1,-1,2,1,2,19.55,839.4,0
2858,9512-PHSMG,1,0,1,0,10,1,0,0,-1,-1,-1,-1,-1,-1,1,1,2,20.55,252.75,0
2918,2761-XECQW,0,1,1,0,8,0,-1,1,0,1,1,0,0,1,1,1,2,43.35,371.4,0
5413,6833-JMZYP,1,0,0,0,15,1,0,3,0,0,1,0,1,1,1,1,4,94.0,1505.45,0
130,2876-GZYZC,1,0,0,0,13,1,1,3,0,0,0,0,0,1,1,1,1,85.95,1215.65,0
3098,4248-HCETZ,0,1,1,0,30,1,0,3,0,1,1,0,0,0,1,1,2,79.65,2365.15,1
5285,9479-HYNYL,1,0,1,0,71,1,0,1,0,1,1,1,1,1,3,1,4,80.7,5705.05,0
735,7595-EHCDL,0,0,1,1,32,0,-1,1,0,0,1,0,1,1,1,0,4,50.6,1653.45,0
4270,2167-FQSTQ,1,0,1,0,72,1,1,1,1,1,1,1,1,1,3,1,1,92.4,6786.1,0
6329,6603-QWSPR,1,0,0,0,46,1,0,3,0,1,1,1,1,1,3,1,3,104.4,4904.2,0
2014,4418-LZMSV,0,0,1,1,13,1,0,1,0,1,1,1,0,0,1,0,3,61.8,750.1,0
6263,8409-WQJUX,1,0,0,0,25,0,-1,1,0,0,1,1,1,1,2,0,1,54.2,1423.15,0
1939,8267-KFGYD,0,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,2,21.05,21.05,0
891,3804-RVTGV,0,0,1,1,50,1,1,3,0,1,1,0,1,1,1,1,3,103.85,5017.9,1
4854,1337-BOZWO,0,0,1,1,18,0,-1,1,0,1,1,0,1,0,2,0,4,46.4,812.4,0
3923,5275-SQEIZ,0,0,0,0,1,1,0,3,0,0,0,0,0,1,1,1,2,80.85,80.85,1
5520,8034-RYTVV,1,0,0,0,55,1,1,3,1,0,1,0,0,0,2,1,4,84.25,4589.85,0
1953,5054-IEXZT,0,0,0,1,1,1,0,3,0,1,0,0,0,0,1,1,1,75.35,75.35,1
5897,0562-HKHML,0,0,1,1,71,1,1,0,-1,-1,-1,-1,-1,-1,3,0,4,23.9,1626.4,0
6015,2325-NBPZG,1,0,0,0,3,1,0,3,1,0,0,0,0,0,1,1,1,74.55,233.65,0
1481,9242-TKFSV,0,0,1,1,72,0,-1,1,1,1,1,1,1,1,3,1,4,65.1,4754.3,0
4717,9356-AXGMP,0,0,1,0,38,1,1,3,1,0,1,1,1,1,2,1,1,110.7,4428.6,0
1770,7279-BUYWN,1,1,0,0,41,1,1,3,1,1,1,0,1,1,1,1,1,113.2,4689.5,1
1827,2959-EEXWB,1,0,1,1,45,0,-1,1,1,0,0,0,1,1,1,1,3,50.9,2333.85,0
2343,2637-FKFSY,1,0,1,0,3,1,0,1,0,0,0,0,0,0,1,1,2,46.1,130.15,0
121,2928-HLDBA,1,0,0,0,6,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.7,112.75,0
675,3729-OWRVL,0,1,0,0,65,1,1,3,1,0,1,1,1,1,3,1,1,110.35,7246.15,0
34,3413-BMNZE,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,3,45.25,45.25,0
7031,3605-JISKB,0,1,1,0,55,1,1,1,1,1,0,0,0,0,2,0,4,60.0,3316.1,0
3977,4778-IZARL,0,0,1,0,63,1,0,3,1,1,1,1,1,1,3,1,4,110.1,6705.7,0
5343,4254-QPEDE,1,0,1,0,52,0,-1,1,1,1,1,1,1,1,3,0,4,66.25,3330.1,0
2598,8325-QRPZR,1,0,0,0,7,1,0,3,0,0,1,0,0,0,1,1,1,75.15,525,0
4141,8450-UYIBU,1,1,0,0,35,0,-1,1,0,0,1,0,1,0,1,1,1,39.85,1434.6,0
1434,1571-SAVHK,0,0,0,0,12,1,1,3,0,0,0,1,1,1,1,1,2,99.95,1132.75,1
3922,6173-GOLSU,0,1,1,0,67,1,1,3,0,0,0,0,1,1,1,1,4,94.65,6079,0
2807,1015-JPFYW,0,0,0,1,7,1,0,0,-1,-1,-1,-1,-1,-1,2,0,2,19.45,136.75,0
4079,5606-AMZBO,1,0,1,0,10,1,1,3,1,0,0,0,0,0,1,1,4,78.15,765.15,0
6260,0458-HEUZG,1,0,0,0,13,0,-1,1,0,0,1,1,0,0,3,0,2,35.4,450.4,0
5622,4391-RESHN,0,0,0,0,23,1,1,3,0,0,1,1,1,1,1,1,2,104.05,2470.1,1
1692,1696-MZVAU,0,0,1,1,39,0,-1,1,0,0,0,0,0,0,2,1,4,25.25,947.75,0
1717,0404-AHASP,0,0,1,0,72,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,19.7,1421.9,0
2283,6140-QNRQQ,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,1,2,71.55,71.55,1
3632,2203-GHNWN,1,0,1,0,24,1,1,3,0,0,1,0,0,0,1,1,2,79.65,1928.7,0
6116,7445-WMRBW,1,0,0,0,48,1,1,1,0,1,1,1,1,0,2,1,3,73.85,3581.4,0
1031,1352-VHKAJ,0,0,1,1,27,1,1,1,0,0,0,1,1,1,1,0,3,71.6,1957.1,0
1790,3096-IZETN,1,0,0,0,12,1,0,3,0,0,0,0,0,1,1,0,3,78.1,947.3,1
2910,5622-UEJFI,1,0,1,1,35,1,1,0,-1,-1,-1,-1,-1,-1,3,1,4,25.4,949.8,0
4747,8884-FEEWR,0,0,0,0,35,1,0,0,-1,-1,-1,-1,-1,-1,2,0,3,20.6,754,0
4016,7754-IXRMC,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,45.35,45.35,0
5640,5393-RXQSZ,0,0,0,0,1,1,0,3,0,0,0,0,0,1,1,0,1,79.6,79.6,1
2246,7181-BQYBV,1,0,1,1,1,1,1,3,1,0,1,0,1,1,1,1,1,102.45,102.45,1
2833,5993-JSUWV,1,0,0,0,66,1,0,1,1,1,1,0,0,0,3,1,3,61.15,4017.45,0
3285,7197-VOJMM,0,0,1,0,67,1,0,1,1,1,0,1,0,1,3,1,4,69.2,4671.65,0
2429,8406-LNMHF,0,1,1,0,59,1,0,3,1,1,1,0,0,0,2,1,4,82.95,4903.15,0
2888,7409-KIUTL,1,1,0,1,1,1,0,3,0,0,0,0,0,0,1,1,1,71.0,71,1
1044,3354-OADJP,1,0,0,0,8,1,0,1,1,0,0,1,0,0,2,0,3,54.25,447.75,0
6389,3777-XROBG,1,0,1,1,58,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,19.55,1079.65,0
3021,6377-KSLXC,0,0,0,0,5,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,19.95,107.05,0
3909,1093-YSWCA,0,0,0,0,11,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,19.55,223.15,0
1889,8069-YQQAJ,0,0,0,0,14,0,-1,1,0,1,0,0,0,0,1,1,2,31.1,419.7,0
1207,0013-MHZWF,1,0,0,1,9,1,0,1,0,0,0,1,1,1,1,1,4,69.4,571.45,0
1833,8286-AFUYI,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,47.95,47.95,0
5566,2302-OUZXB,0,0,1,0,72,1,1,1,0,1,1,0,1,1,3,0,3,82.15,5784.3,0
3921,7964-YESJC,1,0,1,0,24,1,1,1,1,1,1,0,0,0,1,0,2,66.3,1559.45,0
5541,6804-GDMOI,1,0,0,0,61,1,1,3,0,0,1,1,1,1,3,1,1,106.6,6428.4,1
5189,6907-FLBER,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,54.3,54.3,0
4935,4584-LBNMK,0,1,1,0,45,1,1,0,-1,-1,-1,-1,-1,-1,2,0,4,24.7,1174.35,0
1344,0536-BGFMZ,1,0,1,0,28,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.5,563.05,0
832,3487-EARAT,1,0,1,1,70,1,0,1,1,1,1,1,0,1,2,0,4,74.1,5222.3,0
4240,1567-DSCIC,0,0,0,0,8,1,1,3,0,1,1,0,1,0,1,1,1,94.0,773.65,1
202,3363-DTIVD,0,0,1,1,71,1,1,3,1,0,1,0,1,1,3,0,1,105.55,7405.5,0
2575,5186-PEIZU,1,0,0,0,35,1,0,0,-1,-1,-1,-1,-1,-1,1,0,3,19.25,617.65,0
4796,3807-BPOMJ,1,0,1,0,55,1,0,3,1,0,0,0,1,1,2,1,1,94.75,5276.1,0
672,3276-HDUEG,1,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,2,75.05,75.05,1
5988,6828-HMKWP,0,0,1,1,12,1,0,0,-1,-1,-1,-1,-1,-1,3,0,3,21.05,262.05,0
3602,3038-PQIUY,1,0,0,0,38,1,1,1,1,1,1,0,0,0,1,1,3,66.15,2522.4,0
3276,4210-QFJMF,1,0,0,0,4,1,0,3,0,0,0,0,0,1,1,1,1,79.15,317.25,1
3438,5955-ERIHD,0,0,1,0,18,1,1,3,0,0,0,0,1,1,1,1,1,94.7,1687.95,1
5264,9309-BZGNT,0,1,1,0,69,0,-1,1,0,0,1,0,0,0,2,1,4,29.8,2134.3,0
6648,2164-SOQXL,1,0,1,1,20,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.05,406.05,0
1206,6077-BDPXA,1,0,0,0,3,1,0,3,0,0,0,0,0,0,1,1,1,70.15,194.2,0
5706,5196-SGOAK,1,0,0,0,1,1,0,3,0,1,0,0,0,0,1,1,1,75.7,75.7,1
2729,1143-NMNQJ,1,0,0,0,2,1,1,3,0,0,0,0,0,1,1,1,1,85.7,169.8,1
2971,9348-ROUAI,1,0,1,1,59,1,1,1,1,1,1,1,1,1,3,0,4,90.3,5194.05,0
4397,7663-YJHSN,1,0,1,0,72,1,1,3,1,1,1,1,1,0,3,1,3,103.95,7556.9,0
4673,6402-ZFPPI,1,1,0,0,25,1,1,3,1,1,0,0,1,1,1,1,2,102.8,2660.2,1
945,6680-WKXRZ,1,0,0,0,3,1,1,3,0,0,0,0,0,0,1,0,3,74.4,215.8,1
817,0036-IHMOT,1,0,1,1,55,1,0,3,0,1,1,1,1,1,2,1,3,103.7,5656.75,0
1545,5193-QLVZB,0,0,0,0,63,1,1,3,0,1,1,0,1,1,3,1,3,104.75,6536.5,0
2449,1357-MVDOZ,0,0,1,1,11,1,0,1,0,0,1,0,1,0,1,1,3,59.65,683.25,0
6627,1074-WVEVG,1,0,1,0,59,1,0,0,-1,-1,-1,-1,-1,-1,2,0,2,20.35,1267,0
2284,8963-JLGJT,0,0,0,1,3,1,0,1,1,0,1,0,0,0,1,0,2,55.9,157.55,0
2914,0484-FFVBJ,0,0,0,0,32,1,0,1,0,0,0,0,1,1,2,1,3,64.85,2010.95,0
1776,5605-XNWEN,0,1,1,0,72,1,1,0,-1,-1,-1,-1,-1,-1,3,1,3,25.0,1802.55,0
266,6292-TOSSS,0,0,0,0,50,1,1,0,-1,-1,-1,-1,-1,-1,3,0,3,24.9,1195.25,0
2216,8495-LJDFO,1,1,0,0,64,1,1,3,1,0,1,1,1,1,1,1,3,108.95,7111.3,0
32,6827-IEAUQ,1,0,1,1,27,1,0,1,1,1,1,1,0,0,2,0,2,66.15,1874.45,0
2683,8128-YVJRG,1,0,0,0,7,1,1,3,1,0,0,0,0,0,1,1,2,79.65,604.7,1
6109,8654-DHAOW,1,0,0,0,2,1,1,1,0,1,0,0,0,0,1,0,2,54.15,101.65,0
1280,2388-LAESQ,1,1,1,0,72,1,1,3,1,1,1,1,1,1,3,1,3,114.85,8317.95,0
4327,0958-YHXGP,1,0,0,0,7,1,0,3,0,0,0,0,0,0,1,1,2,69.9,497.3,0
2151,2560-WBWXF,0,0,0,0,68,1,1,0,-1,-1,-1,-1,-1,-1,3,1,3,24.15,1498.85,0
1933,1964-SVLEA,0,0,0,0,20,1,0,0,-1,-1,-1,-1,-1,-1,2,1,2,19.7,415.9,0
6804,8212-DJRCH,0,0,1,1,5,1,0,3,1,0,1,0,0,1,1,1,2,90.35,434.5,0
3781,8873-TMKGR,0,0,0,0,29,1,0,0,-1,-1,-1,-1,-1,-1,2,0,2,19.1,529.5,0
4528,9688-YGXVR,1,0,0,0,44,1,0,3,0,1,1,0,1,0,1,1,4,88.15,3973.2,0
5610,1320-HTRDR,1,0,0,0,3,1,1,3,0,0,0,0,0,0,1,1,1,75.5,220.6,1
2233,8097-VBQTZ,0,0,0,0,54,1,0,1,1,1,0,1,1,0,1,1,2,69.9,3883.3,0
6646,8249-THVEC,0,0,1,1,51,1,0,0,-1,-1,-1,-1,-1,-1,2,0,2,19.4,997.75,0
5927,6080-LNESI,0,0,0,0,51,1,1,0,-1,-1,-1,-1,-1,-1,3,0,2,24.75,1234.6,0
2136,1379-FRVEB,0,0,0,1,15,1,1,3,0,1,0,0,1,0,1,1,1,91.0,1430.05,0
6291,2890-WFBHU,1,0,0,0,59,1,1,1,1,1,1,1,0,1,2,0,4,79.85,4786.1,0
3548,0670-ANMUU,0,0,0,0,71,1,1,3,1,0,0,1,0,1,2,0,4,97.65,6687.85,0
4044,2126-GSEGL,1,0,1,0,70,1,1,1,0,1,1,1,1,1,3,1,3,84.8,5917.55,0
6275,0885-HMGPY,0,0,0,0,62,1,1,1,1,1,1,1,0,0,3,0,3,69.4,4237.5,0
1033,2632-TACXW,1,0,1,0,62,1,1,0,-1,-1,-1,-1,-1,-1,3,0,3,23.65,1416.75,0
2191,3988-RQIXO,1,1,0,0,1,1,0,3,0,0,0,0,1,1,1,1,1,91.3,91.3,1
5425,4998-IKFSE,1,0,0,0,30,1,1,3,0,0,1,0,1,1,1,0,1,100.45,3096.9,0
6429,6332-FBZRI,0,0,1,1,67,1,1,1,1,1,1,1,0,0,2,1,4,69.35,4653.25,0
5582,7601-DHFWZ,1,0,0,0,48,1,1,0,-1,-1,-1,-1,-1,-1,3,0,4,24.0,1183.05,0
3487,9257-AZMTZ,1,0,1,1,52,1,0,0,-1,-1,-1,-1,-1,-1,3,0,3,20.1,1078.75,0
2963,4707-YNOQA,1,0,1,1,34,1,1,0,-1,-1,-1,-1,-1,-1,2,1,4,25.6,917.15,0
3069,1784-BXEFA,1,0,0,0,10,1,0,0,-1,-1,-1,-1,-1,-1,1,1,2,20.55,187.35,0
3902,5999-LCXAO,1,0,0,0,1,0,-1,1,1,0,0,0,0,0,1,0,2,29.9,29.9,0
3611,5693-PIPCS,0,0,0,0,41,1,0,3,0,1,0,1,1,1,3,1,4,99.65,4220.35,0
4183,6917-IAYHD,0,0,0,1,1,0,-1,1,0,1,0,1,0,0,1,0,2,33.6,33.6,0
3097,2410-CIYFZ,0,0,0,1,2,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.4,42.9,0
6337,2696-ECXKC,1,0,1,1,55,1,1,3,1,0,0,0,1,1,2,0,2,100.9,5448.6,0
1117,6900-RBKER,0,0,0,0,52,1,1,3,0,0,1,0,0,1,3,1,4,89.45,4577.75,0
2047,8543-MSDMF,0,0,0,0,3,1,0,1,1,0,1,0,1,1,1,1,1,77.4,206.15,0
4246,5153-LXKDT,0,0,1,1,68,1,1,3,1,1,1,0,1,1,3,1,1,110.2,7467.5,0
6177,1260-TTRXI,0,0,0,0,4,1,0,1,0,0,0,0,0,1,1,0,1,54.3,195.3,1
5066,7191-ADRGF,0,0,1,0,44,0,-1,1,0,1,1,0,1,1,3,0,3,54.3,2390.45,0
6524,2754-VDLTR,0,0,0,1,10,1,1,3,0,0,0,0,1,1,1,0,1,95.2,930.4,1
4425,3059-NGMXB,0,0,1,1,14,1,1,1,1,1,0,0,0,1,1,0,2,69.2,944.65,0
6746,8976-OQHGT,1,0,1,1,4,1,0,1,0,1,0,1,0,0,1,0,2,56.5,235.1,1
6944,9039-ZVJDC,0,0,0,0,3,1,0,0,-1,-1,-1,-1,-1,-1,1,1,2,19.1,53.05,0
5118,7621-VPNET,1,0,1,0,42,1,1,3,0,0,1,1,0,0,1,1,4,85.9,3729.75,0
473,4104-PVRPS,0,0,1,0,24,1,0,1,1,0,0,1,0,0,1,0,2,53.6,1315.35,0
6435,0298-XACET,0,0,1,1,52,0,-1,1,0,1,1,1,1,0,3,0,2,50.2,2554,0
6591,5832-XKAES,0,0,0,0,2,1,0,3,0,0,0,0,0,0,1,1,4,69.8,134.7,1
806,7382-DFJTU,0,0,0,0,18,1,0,1,0,0,1,1,0,0,1,0,4,55.2,1058.1,0
427,8734-DKSTZ,1,0,1,1,10,1,1,3,0,0,0,0,0,1,1,0,1,85.95,858.6,0
4039,8161-QYMTT,0,0,0,0,7,1,1,3,0,0,0,0,1,1,1,1,1,94.1,701.3,0
4329,2979-SXESE,1,0,1,1,17,1,1,3,1,0,1,0,1,0,1,0,1,94.4,1607.2,1
2470,2143-LJULT,1,0,1,0,67,1,1,0,-1,-1,-1,-1,-1,-1,3,1,4,25.25,1733.15,0
4494,0225-ZORZP,0,0,0,0,3,1,0,3,0,1,0,0,0,1,1,0,1,84.3,235.05,0
4784,1622-HSHSF,1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,2,19.55,19.55,0
808,4289-DTDKW,0,0,1,0,40,1,1,3,0,1,0,0,1,1,1,1,1,101.3,4113.1,1
5955,7169-YWAMK,0,0,1,1,72,1,0,1,1,1,0,1,1,0,3,0,3,68.4,4855.35,0
4681,9965-YOKZB,0,1,0,0,9,1,1,3,0,0,0,0,0,1,1,1,1,83.85,790.15,1
2670,4531-AUZNK,1,0,1,1,51,1,1,3,1,0,0,1,1,0,2,1,2,95.15,5000.05,0
1381,3717-OEAUQ,0,0,0,0,2,1,0,3,0,0,0,0,0,0,1,0,2,70.7,129.2,0
6971,7240-FQLHE,1,1,1,0,18,1,1,3,0,0,0,1,1,1,1,0,3,99.75,1836.25,1
563,6103-LIANB,0,0,1,1,59,1,1,3,0,0,1,0,1,1,3,1,4,99.5,5861.75,0
2297,3870-MQAMG,1,0,1,0,54,1,1,3,0,1,1,1,1,1,2,0,1,110.35,5893.15,1
2951,5815-HGGHV,0,0,1,0,20,1,0,1,1,0,0,1,0,1,2,1,2,64.15,1274.45,0
2192,7622-FWGEW,0,1,1,0,56,1,0,1,1,1,1,1,1,1,3,1,3,85.65,4824.45,0
5803,4143-OOBWZ,0,0,1,0,5,1,1,3,0,1,0,0,0,0,1,1,1,81.3,416.3,1
2168,8699-ASUFO,0,1,1,0,7,1,1,3,0,0,0,0,0,0,1,1,2,74.4,527.9,1
581,3627-FHKBK,1,0,0,0,1,1,0,3,1,0,0,0,0,0,1,0,2,75.3,75.3,1
1456,3473-XIIIT,1,0,1,0,16,1,1,3,0,1,0,0,1,1,1,1,1,100.0,1534.75,1
4053,7446-YPODE,0,1,0,0,11,1,1,1,1,1,0,0,0,0,1,0,3,60.25,662.95,0
4355,0096-BXERS,1,0,1,0,6,1,1,1,0,0,0,0,0,0,1,0,1,50.35,314.55,0
826,3643-AHCFP,0,1,1,0,7,1,1,3,0,0,0,0,1,1,1,1,3,95.6,644.35,1
4554,4329-YPDDQ,0,0,0,0,20,1,0,3,1,1,1,1,1,1,1,1,3,108.2,2203.7,0
3035,7924-GJZFI,1,1,1,0,25,1,0,3,0,0,0,0,0,0,1,1,1,69.3,1813.1,0
796,2040-OBMLJ,0,0,0,0,31,1,1,3,0,0,0,1,0,0,2,0,4,81.7,2548.65,0
6886,7234-FECYN,1,1,0,0,8,1,1,3,0,0,1,0,1,1,1,0,1,101.35,780.5,1
4846,8993-IZEUX,0,0,0,0,7,1,0,3,0,0,0,0,0,0,1,0,3,69.15,488.65,0
3814,6701-YVNQG,0,0,1,0,72,1,1,1,1,1,1,1,1,1,3,1,4,88.7,6301.7,0
7041,8361-LTMKD,0,1,1,0,4,1,1,3,0,0,0,0,0,0,1,1,2,74.4,306.6,1
4149,6559-ILWKJ,0,0,1,0,71,0,-1,1,0,1,0,0,1,1,3,0,1,49.35,3515.25,1
4180,5482-PLVPE,1,1,0,0,2,0,-1,1,0,0,0,0,0,0,1,0,1,24.35,41.85,1
4664,7571-YXDAD,1,0,0,0,2,1,1,3,0,0,0,0,0,0,1,0,4,74.9,147.15,1
4019,6615-NGGZJ,0,0,0,0,14,1,1,3,0,1,0,0,1,1,1,1,1,100.55,1415.55,1
1410,7024-OHCCK,1,1,0,0,2,1,1,3,0,0,0,0,1,1,1,1,1,93.85,170.85,1
9,6388-TABGU,0,0,0,1,62,1,0,1,1,1,0,0,0,0,2,0,3,56.15,3487.95,0
688,0946-FKYTX,0,0,0,0,52,0,-1,1,0,1,0,0,0,0,2,0,2,30.1,1623.4,0
6543,8050-XGRVL,1,0,1,1,62,1,0,1,1,0,1,0,0,0,2,0,4,54.75,3425.35,0
1143,2446-ZKVAF,0,0,1,0,18,1,1,1,0,1,0,0,0,0,1,0,4,56.8,1074.65,0
1355,5624-RYAMH,1,0,0,0,9,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,19.5,178.85,0
4900,7137-RYLPP,0,1,1,0,37,1,1,3,0,0,0,0,1,0,1,1,1,85.7,3171.15,1
